subject_id,round,overall_round,price,cost,service_level,expediting_cost,salvage_value,optimum,order,demand,leftover,shortage,lagleftover,lagshortage,lagdemand,gender,age,semester,related_course,program,treatment_id,included_treatment,study,experiment,playing_order,bundle
57,16,16,12,3,0,0,0,75,65,35,30,0,0,38,96,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
57,17,17,12,3,0,0,0,75,45,1,44,0,30,0,35,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
57,18,18,12,3,0,0,0,75,40,99,0,59,44,0,1,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
57,19,19,12,3,0,0,0,75,53,25,28,0,0,59,99,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
57,20,20,12,3,0,0,0,75,35,44,0,9,28,0,25,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
57,21,21,12,3,0,0,0,75,40,82,0,42,0,9,44,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
57,22,22,12,3,0,0,0,75,55,18,37,0,0,42,82,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
57,23,23,12,3,0,0,0,75,40,29,11,0,37,0,18,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
57,24,24,12,3,0,0,0,75,56,6,50,0,11,0,29,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
57,25,25,12,3,0,0,0,75,30,67,0,37,50,0,6,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
57,26,26,12,3,0,0,0,75,45,71,0,26,0,37,67,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
57,27,27,12,3,0,0,0,75,55,59,0,4,0,26,71,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
57,28,28,12,3,0,0,0,75,55,99,0,44,0,4,59,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
57,29,29,12,3,0,0,0,75,57,4,53,0,0,44,99,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
57,30,30,12,3,0,0,0,75,45,17,28,0,53,0,4,Female,4,6,Past semesters,Other,1,0,Base study,Main,,
58,1,1,12,3,1,18,0,83.33,50,75,0,25,,,,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,2,2,12,3,1,18,0,83.33,70,59,11,0,0,25,75,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,3,3,12,3,1,18,0,83.33,60,68,0,8,11,0,59,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,4,4,12,3,1,18,0,83.33,70,78,0,8,0,8,68,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,5,5,12,3,1,18,0,83.33,75,46,29,0,0,8,78,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,6,6,12,3,1,18,0,83.33,70,3,67,0,29,0,46,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,7,7,12,3,1,18,0,83.33,70,41,29,0,67,0,3,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,8,8,12,3,1,18,0,83.33,70,92,0,22,29,0,41,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,9,9,12,3,1,18,0,83.33,75,49,26,0,0,22,92,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,10,10,12,3,1,18,0,83.33,75,83,0,8,26,0,49,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,11,11,12,3,1,18,0,83.33,75,52,23,0,0,8,83,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,12,12,12,3,1,18,0,83.33,75,72,3,0,23,0,52,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,13,13,12,3,1,18,0,83.33,75,60,15,0,3,0,72,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,14,14,12,3,1,18,0,83.33,75,93,0,18,15,0,60,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,15,15,12,3,1,18,0,83.33,75,91,0,16,0,18,93,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,16,16,12,3,1,18,0,83.33,80,39,41,0,0,16,91,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,17,17,12,3,1,18,0,83.33,80,74,6,0,41,0,39,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,18,18,12,3,1,18,0,83.33,80,69,11,0,6,0,74,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,19,19,12,3,1,18,0,83.33,75,14,61,0,11,0,69,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,20,20,12,3,1,18,0,83.33,75,31,44,0,61,0,14,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,21,21,12,3,1,18,0,83.33,75,70,5,0,44,0,31,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,22,22,12,3,1,18,0,83.33,75,66,9,0,5,0,70,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,23,23,12,3,1,18,0,83.33,76,1,75,0,9,0,66,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,24,24,12,3,1,18,0,83.33,76,4,72,0,75,0,1,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,25,25,12,3,1,18,0,83.33,76,46,30,0,72,0,4,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,26,26,12,3,1,18,0,83.33,75,34,41,0,30,0,46,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,27,27,12,3,1,18,0,83.33,76,5,71,0,41,0,34,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,28,28,12,3,1,18,0,83.33,76,63,13,0,71,0,5,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,29,29,12,3,1,18,0,83.33,76,74,2,0,13,0,63,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
58,30,30,12,3,1,18,0,83.33,76,32,44,0,2,0,74,Female,7,7,Past semesters,Business,5,1,Base study,Main,,
59,1,1,12,3,1,18,0,83.33,80,10,70,0,,,,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,2,2,12,3,1,18,0,83.33,80,16,64,0,70,0,10,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,3,3,12,3,1,18,0,83.33,80,67,13,0,64,0,16,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,4,4,12,3,1,18,0,83.33,80,66,14,0,13,0,67,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,5,5,12,3,1,18,0,83.33,80,63,17,0,14,0,66,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,6,6,12,3,1,18,0,83.33,80,10,70,0,17,0,63,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,7,7,12,3,1,18,0,83.33,80,34,46,0,70,0,10,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,8,8,12,3,1,18,0,83.33,80,86,0,6,46,0,34,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,9,9,12,3,1,18,0,83.33,80,34,46,0,0,6,86,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,10,10,12,3,1,18,0,83.33,80,48,32,0,46,0,34,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,11,11,12,3,1,18,0,83.33,80,63,17,0,32,0,48,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,12,12,12,3,1,18,0,83.33,80,58,22,0,17,0,63,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,13,13,12,3,1,18,0,83.33,80,80,0,0,22,0,58,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,14,14,12,3,1,18,0,83.33,80,61,19,0,0,0,80,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,15,15,12,3,1,18,0,83.33,80,99,0,19,19,0,61,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,16,16,12,3,1,18,0,83.33,80,77,3,0,0,19,99,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,17,17,12,3,1,18,0,83.33,80,29,51,0,3,0,77,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,18,18,12,3,1,18,0,83.33,80,79,1,0,51,0,29,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,19,19,12,3,1,18,0,83.33,80,2,78,0,1,0,79,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,20,20,12,3,1,18,0,83.33,80,21,59,0,78,0,2,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,21,21,12,3,1,18,0,83.33,80,39,41,0,59,0,21,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,22,22,12,3,1,18,0,83.33,80,57,23,0,41,0,39,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,23,23,12,3,1,18,0,83.33,80,55,25,0,23,0,57,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,24,24,12,3,1,18,0,83.33,80,57,23,0,25,0,55,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,25,25,12,3,1,18,0,83.33,80,19,61,0,23,0,57,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,26,26,12,3,1,18,0,83.33,80,9,71,0,61,0,19,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,27,27,12,3,1,18,0,83.33,80,20,60,0,71,0,9,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,28,28,12,3,1,18,0,83.33,80,20,60,0,60,0,20,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,29,29,12,3,1,18,0,83.33,80,92,0,12,60,0,20,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
59,30,30,12,3,1,18,0,83.33,80,65,15,0,0,12,92,Male,6,7,Currently attending,Business,5,1,Base study,Main,,
60,1,1,12,3,1,18,0,83.33,83,74,9,0,,,,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,2,2,12,3,1,18,0,83.33,83,41,42,0,9,0,74,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,3,3,12,3,1,18,0,83.33,83,87,0,4,42,0,41,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,4,4,12,3,1,18,0,83.33,83,33,50,0,0,4,87,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,5,5,12,3,1,18,0,83.33,83,70,13,0,50,0,33,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,6,6,12,3,1,18,0,83.33,83,56,27,0,13,0,70,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,7,7,12,3,1,18,0,83.33,83,57,26,0,27,0,56,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,8,8,12,3,1,18,0,83.33,83,88,0,5,26,0,57,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,9,9,12,3,1,18,0,83.33,83,29,54,0,0,5,88,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,10,10,12,3,1,18,0,83.33,83,44,39,0,54,0,29,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,11,11,12,3,1,18,0,83.33,83,83,0,0,39,0,44,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,12,12,12,3,1,18,0,83.33,83,29,54,0,0,0,83,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,13,13,12,3,1,18,0,83.33,83,64,19,0,54,0,29,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,14,14,12,3,1,18,0,83.33,83,42,41,0,19,0,64,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,15,15,12,3,1,18,0,83.33,83,4,79,0,41,0,42,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,16,16,12,3,1,18,0,83.33,83,57,26,0,79,0,4,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,17,17,12,3,1,18,0,83.33,83,97,0,14,26,0,57,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,18,18,12,3,1,18,0,83.33,83,55,28,0,0,14,97,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,19,19,12,3,1,18,0,83.33,83,22,61,0,28,0,55,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,20,20,12,3,1,18,0,83.33,83,85,0,2,61,0,22,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,21,21,12,3,1,18,0,83.33,83,74,9,0,0,2,85,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,22,22,12,3,1,18,0,83.33,83,1,82,0,9,0,74,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,23,23,12,3,1,18,0,83.33,83,3,80,0,82,0,1,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,24,24,12,3,1,18,0,83.33,83,23,60,0,80,0,3,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,25,25,12,3,1,18,0,83.33,83,67,16,0,60,0,23,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,26,26,12,3,1,18,0,83.33,83,96,0,13,16,0,67,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,27,27,12,3,1,18,0,83.33,83,14,69,0,0,13,96,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,28,28,12,3,1,18,0,83.33,83,15,68,0,69,0,14,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,29,29,12,3,1,18,0,83.33,83,89,0,6,68,0,15,Male,7,9,No,Other Eng,5,1,Base study,Main,,
60,30,30,12,3,1,18,0,83.33,83,84,0,1,0,6,89,Male,7,9,No,Other Eng,5,1,Base study,Main,,
61,1,1,12,3,1,18,0,83.33,80,73,7,0,,,,Male,3,6,No,Economy,5,1,Base study,Main,,
61,2,2,12,3,1,18,0,83.33,80,4,76,0,7,0,73,Male,3,6,No,Economy,5,1,Base study,Main,,
61,3,3,12,3,1,18,0,83.33,80,31,49,0,76,0,4,Male,3,6,No,Economy,5,1,Base study,Main,,
61,4,4,12,3,1,18,0,83.33,70,22,48,0,49,0,31,Male,3,6,No,Economy,5,1,Base study,Main,,
61,5,5,12,3,1,18,0,83.33,70,72,0,2,48,0,22,Male,3,6,No,Economy,5,1,Base study,Main,,
61,6,6,12,3,1,18,0,83.33,70,84,0,14,0,2,72,Male,3,6,No,Economy,5,1,Base study,Main,,
61,7,7,12,3,1,18,0,83.33,70,54,16,0,0,14,84,Male,3,6,No,Economy,5,1,Base study,Main,,
61,8,8,12,3,1,18,0,83.33,70,65,5,0,16,0,54,Male,3,6,No,Economy,5,1,Base study,Main,,
61,9,9,12,3,1,18,0,83.33,70,54,16,0,5,0,65,Male,3,6,No,Economy,5,1,Base study,Main,,
61,10,10,12,3,1,18,0,83.33,70,47,23,0,16,0,54,Male,3,6,No,Economy,5,1,Base study,Main,,
61,11,11,12,3,1,18,0,83.33,70,80,0,10,23,0,47,Male,3,6,No,Economy,5,1,Base study,Main,,
61,12,12,12,3,1,18,0,83.33,75,23,52,0,0,10,80,Male,3,6,No,Economy,5,1,Base study,Main,,
61,13,13,12,3,1,18,0,83.33,75,32,43,0,52,0,23,Male,3,6,No,Economy,5,1,Base study,Main,,
61,14,14,12,3,1,18,0,83.33,70,49,21,0,43,0,32,Male,3,6,No,Economy,5,1,Base study,Main,,
61,15,15,12,3,1,18,0,83.33,70,58,12,0,21,0,49,Male,3,6,No,Economy,5,1,Base study,Main,,
61,16,16,12,3,1,18,0,83.33,70,78,0,8,12,0,58,Male,3,6,No,Economy,5,1,Base study,Main,,
61,17,17,12,3,1,18,0,83.33,70,92,0,22,0,8,78,Male,3,6,No,Economy,5,1,Base study,Main,,
61,18,18,12,3,1,18,0,83.33,70,78,0,8,0,22,92,Male,3,6,No,Economy,5,1,Base study,Main,,
61,19,19,12,3,1,18,0,83.33,70,18,52,0,0,8,78,Male,3,6,No,Economy,5,1,Base study,Main,,
61,20,20,12,3,1,18,0,83.33,70,63,7,0,52,0,18,Male,3,6,No,Economy,5,1,Base study,Main,,
61,21,21,12,3,1,18,0,83.33,70,26,44,0,7,0,63,Male,3,6,No,Economy,5,1,Base study,Main,,
61,22,22,12,3,1,18,0,83.33,70,71,0,1,44,0,26,Male,3,6,No,Economy,5,1,Base study,Main,,
61,23,23,12,3,1,18,0,83.33,70,73,0,3,0,1,71,Male,3,6,No,Economy,5,1,Base study,Main,,
61,24,24,12,3,1,18,0,83.33,70,82,0,12,0,3,73,Male,3,6,No,Economy,5,1,Base study,Main,,
61,25,25,12,3,1,18,0,83.33,70,58,12,0,0,12,82,Male,3,6,No,Economy,5,1,Base study,Main,,
61,26,26,12,3,1,18,0,83.33,70,25,45,0,12,0,58,Male,3,6,No,Economy,5,1,Base study,Main,,
61,27,27,12,3,1,18,0,83.33,70,68,2,0,45,0,25,Male,3,6,No,Economy,5,1,Base study,Main,,
61,28,28,12,3,1,18,0,83.33,70,77,0,7,2,0,68,Male,3,6,No,Economy,5,1,Base study,Main,,
61,29,29,12,3,1,18,0,83.33,70,57,13,0,0,7,77,Male,3,6,No,Economy,5,1,Base study,Main,,
61,30,30,12,3,1,18,0,83.33,70,44,26,0,13,0,57,Male,3,6,No,Economy,5,1,Base study,Main,,
62,1,1,12,3,1,18,0,83.33,50,13,37,0,,,,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,2,2,12,3,1,18,0,83.33,25,25,0,0,37,0,13,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,3,3,12,3,1,18,0,83.33,30,53,0,23,0,0,25,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,4,4,12,3,1,18,0,83.33,40,27,13,0,0,23,53,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,5,5,12,3,1,18,0,83.33,35,14,21,0,13,0,27,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,6,6,12,3,1,18,0,83.33,60,51,9,0,21,0,14,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,7,7,12,3,1,18,0,83.33,32,60,0,28,9,0,51,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,8,8,12,3,1,18,0,83.33,27,7,20,0,0,28,60,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,9,9,12,3,1,18,0,83.33,35,11,24,0,20,0,7,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,10,10,12,3,1,18,0,83.33,77,93,0,16,24,0,11,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,11,11,12,3,1,18,0,83.33,57,63,0,6,0,16,93,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,12,12,12,3,1,18,0,83.33,50,60,0,10,0,6,63,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,13,13,12,3,1,18,0,83.33,40,10,30,0,0,10,60,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,14,14,12,3,1,18,0,83.33,65,22,43,0,30,0,10,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,15,15,12,3,1,18,0,83.33,60,79,0,19,43,0,22,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,16,16,12,3,1,18,0,83.33,50,88,0,38,0,19,79,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,17,17,12,3,1,18,0,83.33,40,23,17,0,0,38,88,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,18,18,12,3,1,18,0,83.33,70,54,16,0,17,0,23,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,19,19,12,3,1,18,0,83.33,25,71,0,46,16,0,54,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,20,20,12,3,1,18,0,83.33,40,89,0,49,0,46,71,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,21,21,12,3,1,18,0,83.33,28,77,0,49,0,49,89,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,22,22,12,3,1,18,0,83.33,50,67,0,17,0,49,77,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,23,23,12,3,1,18,0,83.33,60,77,0,17,0,17,67,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,24,24,12,3,1,18,0,83.33,55,4,51,0,0,17,77,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,25,25,12,3,1,18,0,83.33,70,3,67,0,51,0,4,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,26,26,12,3,1,18,0,83.33,60,89,0,29,67,0,3,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,27,27,12,3,1,18,0,83.33,60,2,58,0,0,29,89,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,28,28,12,3,1,18,0,83.33,50,86,0,36,58,0,2,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,29,29,12,3,1,18,0,83.33,80,85,0,5,0,36,86,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
62,30,30,12,3,1,18,0,83.33,77,2,75,0,0,5,85,Male,6,8,Past semesters,Business,5,1,Base study,Main,,
63,1,1,12,3,1,18,0,83.33,50,100,0,50,,,,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,2,2,12,3,1,18,0,83.33,50,41,9,0,0,50,100,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,3,3,12,3,1,18,0,83.33,60,10,50,0,9,0,41,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,4,4,12,3,1,18,0,83.33,50,81,0,31,50,0,10,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,5,5,12,3,1,18,0,83.33,50,24,26,0,0,31,81,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,6,6,12,3,1,18,0,83.33,70,30,40,0,26,0,24,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,7,7,12,3,1,18,0,83.33,60,18,42,0,40,0,30,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,8,8,12,3,1,18,0,83.33,50,85,0,35,42,0,18,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,9,9,12,3,1,18,0,83.33,60,32,28,0,0,35,85,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,10,10,12,3,1,18,0,83.33,60,51,9,0,28,0,32,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,11,11,12,3,1,18,0,83.33,60,88,0,28,9,0,51,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,12,12,12,3,1,18,0,83.33,60,12,48,0,0,28,88,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,13,13,12,3,1,18,0,83.33,60,44,16,0,48,0,12,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,14,14,12,3,1,18,0,83.33,70,72,0,2,16,0,44,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,15,15,12,3,1,18,0,83.33,70,82,0,12,0,2,72,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,16,16,12,3,1,18,0,83.33,70,45,25,0,0,12,82,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,17,17,12,3,1,18,0,83.33,60,27,33,0,25,0,45,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,18,18,12,3,1,18,0,83.33,60,78,0,18,33,0,27,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,19,19,12,3,1,18,0,83.33,70,32,38,0,0,18,78,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,20,20,12,3,1,18,0,83.33,60,93,0,33,38,0,32,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,21,21,12,3,1,18,0,83.33,70,61,9,0,0,33,93,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,22,22,12,3,1,18,0,83.33,70,45,25,0,9,0,61,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,23,23,12,3,1,18,0,83.33,60,98,0,38,25,0,45,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,24,24,12,3,1,18,0,83.33,60,30,30,0,0,38,98,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,25,25,12,3,1,18,0,83.33,70,62,8,0,30,0,30,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,26,26,12,3,1,18,0,83.33,65,43,22,0,8,0,62,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,27,27,12,3,1,18,0,83.33,75,10,65,0,22,0,43,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,28,28,12,3,1,18,0,83.33,60,46,14,0,65,0,10,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,29,29,12,3,1,18,0,83.33,60,13,47,0,14,0,46,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
63,30,30,12,3,1,18,0,83.33,70,100,0,30,47,0,13,Female,5,9,Past semesters,Industrial Eng,5,1,Base study,Main,,
64,1,1,12,3,1,18,0,83.33,60,12,48,0,,,,Male,2,1,No,Economy,5,1,Base study,Main,,
64,2,2,12,3,1,18,0,83.33,55,8,47,0,48,0,12,Male,2,1,No,Economy,5,1,Base study,Main,,
64,3,3,12,3,1,18,0,83.33,50,25,25,0,47,0,8,Male,2,1,No,Economy,5,1,Base study,Main,,
64,4,4,12,3,1,18,0,83.33,40,57,0,17,25,0,25,Male,2,1,No,Economy,5,1,Base study,Main,,
64,5,5,12,3,1,18,0,83.33,60,71,0,11,0,17,57,Male,2,1,No,Economy,5,1,Base study,Main,,
64,6,6,12,3,1,18,0,83.33,86,31,55,0,0,11,71,Male,2,1,No,Economy,5,1,Base study,Main,,
64,7,7,12,3,1,18,0,83.33,20,44,0,24,55,0,31,Male,2,1,No,Economy,5,1,Base study,Main,,
64,8,8,12,3,1,18,0,83.33,80,35,45,0,0,24,44,Male,2,1,No,Economy,5,1,Base study,Main,,
64,9,9,12,3,1,18,0,83.33,60,64,0,4,45,0,35,Male,2,1,No,Economy,5,1,Base study,Main,,
64,10,10,12,3,1,18,0,83.33,90,10,80,0,0,4,64,Male,2,1,No,Economy,5,1,Base study,Main,,
64,11,11,12,3,1,18,0,83.33,40,18,22,0,80,0,10,Male,2,1,No,Economy,5,1,Base study,Main,,
64,12,12,12,3,1,18,0,83.33,40,78,0,38,22,0,18,Male,2,1,No,Economy,5,1,Base study,Main,,
64,13,13,12,3,1,18,0,83.33,47,18,29,0,0,38,78,Male,2,1,No,Economy,5,1,Base study,Main,,
64,14,14,12,3,1,18,0,83.33,60,85,0,25,29,0,18,Male,2,1,No,Economy,5,1,Base study,Main,,
64,15,15,12,3,1,18,0,83.33,20,13,7,0,0,25,85,Male,2,1,No,Economy,5,1,Base study,Main,,
64,16,16,12,3,1,18,0,83.33,78,1,77,0,7,0,13,Male,2,1,No,Economy,5,1,Base study,Main,,
64,17,17,12,3,1,18,0,83.33,60,73,0,13,77,0,1,Male,2,1,No,Economy,5,1,Base study,Main,,
64,18,18,12,3,1,18,0,83.33,50,70,0,20,0,13,73,Male,2,1,No,Economy,5,1,Base study,Main,,
64,19,19,12,3,1,18,0,83.33,38,8,30,0,0,20,70,Male,2,1,No,Economy,5,1,Base study,Main,,
64,20,20,12,3,1,18,0,83.33,84,43,41,0,30,0,8,Male,2,1,No,Economy,5,1,Base study,Main,,
64,21,21,12,3,1,18,0,83.33,65,74,0,9,41,0,43,Male,2,1,No,Economy,5,1,Base study,Main,,
64,22,22,12,3,1,18,0,83.33,15,1,14,0,0,9,74,Male,2,1,No,Economy,5,1,Base study,Main,,
64,23,23,12,3,1,18,0,83.33,78,61,17,0,14,0,1,Male,2,1,No,Economy,5,1,Base study,Main,,
64,24,24,12,3,1,18,0,83.33,56,85,0,29,17,0,61,Male,2,1,No,Economy,5,1,Base study,Main,,
64,25,25,12,3,1,18,0,83.33,13,19,0,6,0,29,85,Male,2,1,No,Economy,5,1,Base study,Main,,
64,26,26,12,3,1,18,0,83.33,46,96,0,50,0,6,19,Male,2,1,No,Economy,5,1,Base study,Main,,
64,27,27,12,3,1,18,0,83.33,78,91,0,13,0,50,96,Male,2,1,No,Economy,5,1,Base study,Main,,
