,subject_id,round,overall_round,price,cost,service_level,expediting_cost,salvage_value,optimum,order,demand,leftover,shortage,lagleftover,lagshortage,lagdemand,gender,age,semester,related_course,program,treatment_id,included_treatment,study,experiment,playing_order,bundle,expediting_level,related_course_r,distance_opt,round_r,subject_id_r,exp_profit_norm,proportion_max_exp_profit,percent_deviation_opt,gender_r
5756,192,27,27,12,3.0,1.0,4,0,25.0,70,1,69,0,0.0,21.0,66.0,Female,4.0,7.0,Currently attending,Business,8,1,Robustness study,Main,,,Profitable,Yes,45.0,27,191,0.638410596,0.638410596,1.8,0
5757,192,28,28,12,3.0,1.0,4,0,25.0,70,56,14,0,69.0,0.0,1.0,Female,4.0,7.0,Currently attending,Business,8,1,Robustness study,Main,,,Profitable,Yes,45.0,28,191,0.638410596,0.638410596,1.8,0
5758,192,29,29,12,3.0,1.0,4,0,25.0,60,50,10,0,14.0,0.0,56.0,Female,4.0,7.0,Currently attending,Business,8,1,Robustness study,Main,,,Profitable,Yes,35.0,29,191,0.780573951,0.780573951,1.4,0
5759,192,30,30,12,3.0,1.0,4,0,25.0,65,20,45,0,10.0,0.0,50.0,Female,4.0,7.0,Currently attending,Business,8,1,Robustness study,Main,,,Profitable,Yes,40.0,30,191,0.713907285,0.713907285,1.6,0
5760,193,1,1,12,3.0,1.0,4,0,25.0,80,2,78,0,,,,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,55.0,1,192,0.460927152,0.460927152,2.2,1
5761,193,2,2,12,3.0,1.0,4,0,25.0,50,29,21,0,78.0,0.0,2.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,25.0,2,192,0.887417219,0.887417219,1.0,1
5762,193,3,3,12,3.0,1.0,4,0,25.0,40,55,0,15,21.0,0.0,29.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,15.0,3,192,0.958940397,0.958940397,0.6,1
5763,193,4,4,12,3.0,1.0,4,0,25.0,50,25,25,0,0.0,15.0,55.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,25.0,4,192,0.887417219,0.887417219,1.0,1
5764,193,5,5,12,3.0,1.0,4,0,25.0,40,49,0,9,25.0,0.0,25.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,15.0,5,192,0.958940397,0.958940397,0.6,1
5765,193,6,6,12,3.0,1.0,4,0,25.0,30,36,0,6,0.0,9.0,49.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,6,192,0.995143488,0.995143488,0.2,1
5766,193,7,7,12,3.0,1.0,4,0,25.0,40,94,0,54,0.0,6.0,36.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,15.0,7,192,0.958940397,0.958940397,0.6,1
5767,193,8,8,12,3.0,1.0,4,0,25.0,40,31,9,0,0.0,54.0,94.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,15.0,8,192,0.958940397,0.958940397,0.6,1
5768,193,9,9,12,3.0,1.0,4,0,25.0,35,83,0,48,9.0,0.0,31.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,10.0,9,192,0.981456954,0.981456954,0.4,1
5769,193,10,10,12,3.0,1.0,4,0,25.0,35,28,7,0,0.0,48.0,83.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,10.0,10,192,0.981456954,0.981456954,0.4,1
5770,193,11,11,12,3.0,1.0,4,0,25.0,50,62,0,12,7.0,0.0,28.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,25.0,11,192,0.887417219,0.887417219,1.0,1
5771,193,12,12,12,3.0,1.0,4,0,25.0,40,9,31,0,0.0,12.0,62.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,15.0,12,192,0.958940397,0.958940397,0.6,1
5772,193,13,13,12,3.0,1.0,4,0,25.0,30,12,18,0,31.0,0.0,9.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,13,192,0.995143488,0.995143488,0.2,1
5773,193,14,14,12,3.0,1.0,4,0,25.0,30,89,0,59,18.0,0.0,12.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,14,192,0.995143488,0.995143488,0.2,1
5774,193,15,15,12,3.0,1.0,4,0,25.0,20,69,0,49,0.0,59.0,89.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,15,192,0.99602649,0.99602649,0.2,1
5775,193,16,16,12,3.0,1.0,4,0,25.0,25,63,0,38,0.0,49.0,69.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,0.0,16,192,1.0,1.0,0.0,1
5776,193,17,17,12,3.0,1.0,4,0,25.0,30,29,1,0,0.0,38.0,63.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,17,192,0.995143488,0.995143488,0.2,1
5777,193,18,18,12,3.0,1.0,4,0,25.0,40,93,0,53,1.0,0.0,29.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,15.0,18,192,0.958940397,0.958940397,0.6,1
5778,193,19,19,12,3.0,1.0,4,0,25.0,30,15,15,0,0.0,53.0,93.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,19,192,0.995143488,0.995143488,0.2,1
5779,193,20,20,12,3.0,1.0,4,0,25.0,20,67,0,47,15.0,0.0,15.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,20,192,0.99602649,0.99602649,0.2,1
5780,193,21,21,12,3.0,1.0,4,0,25.0,25,8,17,0,0.0,47.0,67.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,0.0,21,192,1.0,1.0,0.0,1
5781,193,22,22,12,3.0,1.0,4,0,25.0,20,76,0,56,17.0,0.0,8.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,22,192,0.99602649,0.99602649,0.2,1
5782,193,23,23,12,3.0,1.0,4,0,25.0,15,44,0,29,0.0,56.0,76.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,10.0,23,192,0.983222958,0.983222958,0.4,1
5783,193,24,24,12,3.0,1.0,4,0,25.0,25,32,0,7,0.0,29.0,44.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,0.0,24,192,1.0,1.0,0.0,1
5784,193,25,25,12,3.0,1.0,4,0,25.0,30,38,0,8,0.0,7.0,32.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,25,192,0.995143488,0.995143488,0.2,1
5785,193,26,26,12,3.0,1.0,4,0,25.0,20,18,2,0,0.0,8.0,38.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,26,192,0.99602649,0.99602649,0.2,1
5786,193,27,27,12,3.0,1.0,4,0,25.0,25,14,11,0,2.0,0.0,18.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,0.0,27,192,1.0,1.0,0.0,1
5787,193,28,28,12,3.0,1.0,4,0,25.0,10,42,0,32,11.0,0.0,14.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,15.0,28,192,0.961589404,0.961589404,0.6,1
5788,193,29,29,12,3.0,1.0,4,0,25.0,20,15,5,0,0.0,32.0,42.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,29,192,0.99602649,0.99602649,0.2,1
5789,193,30,30,12,3.0,1.0,4,0,25.0,15,44,0,29,5.0,0.0,15.0,Male,4.0,8.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,10.0,30,192,0.983222958,0.983222958,0.4,1
5790,194,1,1,12,3.0,1.0,4,0,25.0,30,66,0,36,,,,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,1,193,0.995143488,0.995143488,0.2,0
5791,194,2,2,12,3.0,1.0,4,0,25.0,60,85,0,25,0.0,36.0,66.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,35.0,2,193,0.780573951,0.780573951,1.4,0
5792,194,3,3,12,3.0,1.0,4,0,25.0,80,50,30,0,0.0,25.0,85.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,55.0,3,193,0.460927152,0.460927152,2.2,0
5793,194,4,4,12,3.0,1.0,4,0,25.0,65,68,0,3,30.0,0.0,50.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,40.0,4,193,0.713907285,0.713907285,1.6,0
5794,194,5,5,12,3.0,1.0,4,0,25.0,70,67,3,0,0.0,3.0,68.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,45.0,5,193,0.638410596,0.638410596,1.8,0
5795,194,6,6,12,3.0,1.0,4,0,25.0,50,31,19,0,3.0,0.0,67.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,25.0,6,193,0.887417219,0.887417219,1.0,0
5796,194,7,7,12,3.0,1.0,4,0,25.0,50,21,29,0,19.0,0.0,31.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,25.0,7,193,0.887417219,0.887417219,1.0,0
5797,194,8,8,12,3.0,1.0,4,0,25.0,35,85,0,50,29.0,0.0,21.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,10.0,8,193,0.981456954,0.981456954,0.4,0
5798,194,9,9,12,3.0,1.0,4,0,25.0,78,99,0,21,0.0,50.0,85.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,53.0,9,193,0.499249448,0.499249448,2.12,0
5799,194,10,10,12,3.0,1.0,4,0,25.0,80,79,1,0,0.0,21.0,99.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,55.0,10,193,0.460927152,0.460927152,2.2,0
5800,194,11,11,12,3.0,1.0,4,0,25.0,65,30,35,0,1.0,0.0,79.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,40.0,11,193,0.713907285,0.713907285,1.6,0
5801,194,12,12,12,3.0,1.0,4,0,25.0,42,26,16,0,35.0,0.0,30.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,17.0,12,193,0.947461369,0.947461369,0.68,0
5802,194,13,13,12,3.0,1.0,4,0,25.0,30,31,0,1,16.0,0.0,26.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,13,193,0.995143488,0.995143488,0.2,0
5803,194,14,14,12,3.0,1.0,4,0,25.0,41,2,39,0,0.0,1.0,31.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,16.0,14,193,0.953377483,0.953377483,0.64,0
5804,194,15,15,12,3.0,1.0,4,0,25.0,10,53,0,43,39.0,0.0,2.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,15.0,15,193,0.961589404,0.961589404,0.6,0
5805,194,16,16,12,3.0,1.0,4,0,25.0,62,5,57,0,0.0,43.0,53.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,37.0,16,193,0.754966887,0.754966887,1.48,0
5806,194,17,17,12,3.0,1.0,4,0,25.0,23,30,0,7,57.0,0.0,5.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,2.0,17,193,0.999470199,0.999470199,0.08,0
5807,194,18,18,12,3.0,1.0,4,0,25.0,20,14,6,0,0.0,7.0,30.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,18,193,0.99602649,0.99602649,0.2,0
5808,194,19,19,12,3.0,1.0,4,0,25.0,60,53,7,0,6.0,0.0,14.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,35.0,19,193,0.780573951,0.780573951,1.4,0
5809,194,20,20,12,3.0,1.0,4,0,25.0,30,59,0,29,7.0,0.0,53.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,20,193,0.995143488,0.995143488,0.2,0
5810,194,21,21,12,3.0,1.0,4,0,25.0,20,75,0,55,0.0,29.0,59.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,21,193,0.99602649,0.99602649,0.2,0
5811,194,22,22,12,3.0,1.0,4,0,25.0,80,34,46,0,0.0,55.0,75.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,55.0,22,193,0.460927152,0.460927152,2.2,0
5812,194,23,23,12,3.0,1.0,4,0,25.0,40,89,0,49,46.0,0.0,34.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,15.0,23,193,0.958940397,0.958940397,0.6,0
5813,194,24,24,12,3.0,1.0,4,0,25.0,40,60,0,20,0.0,49.0,89.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,15.0,24,193,0.958940397,0.958940397,0.6,0
5814,194,25,25,12,3.0,1.0,4,0,25.0,20,20,0,0,0.0,20.0,60.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,25,193,0.99602649,0.99602649,0.2,0
5815,194,26,26,12,3.0,1.0,4,0,25.0,80,71,9,0,0.0,0.0,20.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,55.0,26,193,0.460927152,0.460927152,2.2,0
5816,194,27,27,12,3.0,1.0,4,0,25.0,90,6,84,0,9.0,0.0,71.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,65.0,27,193,0.24812362,0.24812362,2.6,0
5817,194,28,28,12,3.0,1.0,4,0,25.0,15,81,0,66,84.0,0.0,6.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,10.0,28,193,0.983222958,0.983222958,0.4,0
5818,194,29,29,12,3.0,1.0,4,0,25.0,20,49,0,29,0.0,66.0,81.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,5.0,29,193,0.99602649,0.99602649,0.2,0
5819,194,30,30,12,3.0,1.0,4,0,25.0,70,56,14,0,0.0,29.0,49.0,Female,6.0,7.0,Past semesters,Other Eng,8,1,Robustness study,Main,,,Profitable,Yes,45.0,30,193,0.638410596,0.638410596,1.8,0
5820,195,1,1,12,3.0,1.0,4,0,25.0,50,16,34,0,,,,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,1,194,0.887417219,0.887417219,1.0,1
5821,195,2,2,12,3.0,1.0,4,0,25.0,50,31,19,0,34.0,0.0,16.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,2,194,0.887417219,0.887417219,1.0,1
5822,195,3,3,12,3.0,1.0,4,0,25.0,50,76,0,26,19.0,0.0,31.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,3,194,0.887417219,0.887417219,1.0,1
5823,195,4,4,12,3.0,1.0,4,0,25.0,50,20,30,0,0.0,26.0,76.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,4,194,0.887417219,0.887417219,1.0,1
5824,195,5,5,12,3.0,1.0,4,0,25.0,50,79,0,29,30.0,0.0,20.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,5,194,0.887417219,0.887417219,1.0,1
5825,195,6,6,12,3.0,1.0,4,0,25.0,50,78,0,28,0.0,29.0,79.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,6,194,0.887417219,0.887417219,1.0,1
5826,195,7,7,12,3.0,1.0,4,0,25.0,60,79,0,19,0.0,28.0,78.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,35.0,7,194,0.780573951,0.780573951,1.4,1
5827,195,8,8,12,3.0,1.0,4,0,25.0,50,94,0,44,0.0,19.0,79.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,8,194,0.887417219,0.887417219,1.0,1
5828,195,9,9,12,3.0,1.0,4,0,25.0,50,70,0,20,0.0,44.0,94.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,9,194,0.887417219,0.887417219,1.0,1
5829,195,10,10,12,3.0,1.0,4,0,25.0,60,34,26,0,0.0,20.0,70.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,35.0,10,194,0.780573951,0.780573951,1.4,1
5830,195,11,11,12,3.0,1.0,4,0,25.0,50,36,14,0,26.0,0.0,34.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,11,194,0.887417219,0.887417219,1.0,1
5831,195,12,12,12,3.0,1.0,4,0,25.0,50,28,22,0,14.0,0.0,36.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,12,194,0.887417219,0.887417219,1.0,1
5832,195,13,13,12,3.0,1.0,4,0,25.0,40,41,0,1,22.0,0.0,28.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,15.0,13,194,0.958940397,0.958940397,0.6,1
5833,195,14,14,12,3.0,1.0,4,0,25.0,49,55,0,6,0.0,1.0,41.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,24.0,14,194,0.89615894,0.89615894,0.96,1
5834,195,15,15,12,3.0,1.0,4,0,25.0,50,58,0,8,0.0,6.0,55.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,15,194,0.887417219,0.887417219,1.0,1
5835,195,16,16,12,3.0,1.0,4,0,25.0,55,78,0,23,0.0,8.0,58.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,30.0,16,194,0.838410596,0.838410596,1.2,1
5836,195,17,17,12,3.0,1.0,4,0,25.0,57,99,0,42,0.0,23.0,78.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,32.0,17,194,0.816335541,0.816335541,1.28,1
5837,195,18,18,12,3.0,1.0,4,0,25.0,40,79,0,39,0.0,42.0,99.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,15.0,18,194,0.958940397,0.958940397,0.6,1
5838,195,19,19,12,3.0,1.0,4,0,25.0,50,89,0,39,0.0,39.0,79.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,19,194,0.887417219,0.887417219,1.0,1
5839,195,20,20,12,3.0,1.0,4,0,25.0,50,40,10,0,0.0,39.0,89.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,20,194,0.887417219,0.887417219,1.0,1
5840,195,21,21,12,3.0,1.0,4,0,25.0,50,25,25,0,10.0,0.0,40.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,21,194,0.887417219,0.887417219,1.0,1
5841,195,22,22,12,3.0,1.0,4,0,25.0,50,69,0,19,25.0,0.0,25.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,22,194,0.887417219,0.887417219,1.0,1
5842,195,23,23,12,3.0,1.0,4,0,25.0,50,1,49,0,0.0,19.0,69.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,23,194,0.887417219,0.887417219,1.0,1
5843,195,24,24,12,3.0,1.0,4,0,25.0,50,38,12,0,49.0,0.0,1.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,24,194,0.887417219,0.887417219,1.0,1
5844,195,25,25,12,3.0,1.0,4,0,25.0,50,1,49,0,12.0,0.0,38.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,25,194,0.887417219,0.887417219,1.0,1
5845,195,26,26,12,3.0,1.0,4,0,25.0,45,83,0,38,49.0,0.0,1.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,20.0,26,194,0.927593819,0.927593819,0.8,1
5846,195,27,27,12,3.0,1.0,4,0,25.0,50,97,0,47,0.0,38.0,83.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,25.0,27,194,0.887417219,0.887417219,1.0,1
5847,195,28,28,12,3.0,1.0,4,0,25.0,60,33,27,0,0.0,47.0,97.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,35.0,28,194,0.780573951,0.780573951,1.4,1
5848,195,29,29,12,3.0,1.0,4,0,25.0,60,41,19,0,27.0,0.0,33.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,35.0,29,194,0.780573951,0.780573951,1.4,1
5849,195,30,30,12,3.0,1.0,4,0,25.0,60,78,0,18,19.0,0.0,41.0,Male,5.0,8.0,Past semesters,Business,8,1,Robustness study,Main,,,Profitable,Yes,35.0,30,194,0.780573951,0.780573951,1.4,1
5850,196,1,1,12,3.0,1.0,4,0,25.0,50,94,0,44,,,,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,25.0,1,195,0.887417219,0.887417219,1.0,1
5851,196,2,2,12,3.0,1.0,4,0,25.0,80,24,56,0,0.0,44.0,94.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,55.0,2,195,0.460927152,0.460927152,2.2,1
5852,196,3,3,12,3.0,1.0,4,0,25.0,80,61,19,0,56.0,0.0,24.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,55.0,3,195,0.460927152,0.460927152,2.2,1
5853,196,4,4,12,3.0,1.0,4,0,25.0,80,23,57,0,19.0,0.0,61.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,55.0,4,195,0.460927152,0.460927152,2.2,1
5854,196,5,5,12,3.0,1.0,4,0,25.0,50,58,0,8,57.0,0.0,23.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,25.0,5,195,0.887417219,0.887417219,1.0,1
5855,196,6,6,12,3.0,1.0,4,0,25.0,70,97,0,27,0.0,8.0,58.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,45.0,6,195,0.638410596,0.638410596,1.8,1
5856,196,7,7,12,3.0,1.0,4,0,25.0,70,39,31,0,0.0,27.0,97.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,45.0,7,195,0.638410596,0.638410596,1.8,1
5857,196,8,8,12,3.0,1.0,4,0,25.0,70,85,0,15,31.0,0.0,39.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,45.0,8,195,0.638410596,0.638410596,1.8,1
5858,196,9,9,12,3.0,1.0,4,0,25.0,50,67,0,17,0.0,15.0,85.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,25.0,9,195,0.887417219,0.887417219,1.0,1
5859,196,10,10,12,3.0,1.0,4,0,25.0,80,64,16,0,0.0,17.0,67.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,55.0,10,195,0.460927152,0.460927152,2.2,1
5860,196,11,11,12,3.0,1.0,4,0,25.0,50,57,0,7,16.0,0.0,64.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,25.0,11,195,0.887417219,0.887417219,1.0,1
5861,196,12,12,12,3.0,1.0,4,0,25.0,80,23,57,0,0.0,7.0,57.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,55.0,12,195,0.460927152,0.460927152,2.2,1
5862,196,13,13,12,3.0,1.0,4,0,25.0,80,78,2,0,57.0,0.0,23.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,55.0,13,195,0.460927152,0.460927152,2.2,1
5863,196,14,14,12,3.0,1.0,4,0,25.0,50,67,0,17,2.0,0.0,78.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,25.0,14,195,0.887417219,0.887417219,1.0,1
5864,196,15,15,12,3.0,1.0,4,0,25.0,40,10,30,0,0.0,17.0,67.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,15.0,15,195,0.958940397,0.958940397,0.6,1
5865,196,16,16,12,3.0,1.0,4,0,25.0,50,65,0,15,30.0,0.0,10.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,25.0,16,195,0.887417219,0.887417219,1.0,1
5866,196,17,17,12,3.0,1.0,4,0,25.0,80,30,50,0,0.0,15.0,65.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,55.0,17,195,0.460927152,0.460927152,2.2,1
5867,196,18,18,12,3.0,1.0,4,0,25.0,80,92,0,12,50.0,0.0,30.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,55.0,18,195,0.460927152,0.460927152,2.2,1
5868,196,19,19,12,3.0,1.0,4,0,25.0,50,31,19,0,0.0,12.0,92.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,25.0,19,195,0.887417219,0.887417219,1.0,1
5869,196,20,20,12,3.0,1.0,4,0,25.0,50,9,41,0,19.0,0.0,31.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,25.0,20,195,0.887417219,0.887417219,1.0,1
5870,196,21,21,12,3.0,1.0,4,0,25.0,50,5,45,0,41.0,0.0,9.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,25.0,21,195,0.887417219,0.887417219,1.0,1
5871,196,22,22,12,3.0,1.0,4,0,25.0,40,73,0,33,45.0,0.0,5.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,15.0,22,195,0.958940397,0.958940397,0.6,1
5872,196,23,23,12,3.0,1.0,4,0,25.0,50,56,0,6,0.0,33.0,73.0,Male,8.0,9.0,No,Other Eng,8,1,Robustness study,Main,,,Profitable,No,25.0,23,195,0.887417219,0.887417219,1.0,1
